Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
GBR;GBR000A21992;;MOD;2016-07-05;2020-11-25;A21992;R11;FAIRWIND;R;Ramsgate;;N;N;N;;;;;FX;FPO;NO;;;;;8.83;0.00;3.74;0.00;0.00;59.00;0.00;3;1989-01-01;MFL;;;;1983-01-01
GBR;GBR000A21995;;MOD;2020-05-28;2020-08-10;A21995;R14;TRADE WINDS;R;Ramsgate;MVOV9;Y;Y;N;N;;N;;FX;OTB;NK;;;;;9.30;9.30;4.64;0.00;0.00;63.00;0.00;3;1987-08-26;MFL;;;PA;1987-01-01
GBR;GBR000A22016;;MOD;2019-11-13;2020-12-30;A22016;BD11;CEOL NA MARA B;BD;Bideford;;N;Y;N;N;;N;;FX;FPO;OTB;LX;GN;;;11.00;9.65;14.75;0.00;0.00;134.00;0.00;3;2000-09-18;MFL;;;PA;1988-01-01
GBR;GBR000A22018;;MOD;2016-05-25;2020-12-30;A22018;SR38;LADY SARAH;SR;Stranraer;;N;Y;N;;;;;FX;OTB;NO;;;;;7.32;0.00;2.41;0.00;0.00;52.00;0.00;3;1989-01-01;MFL;;;;1986-01-01
GBR;GBR000A22019;;MOD;2019-10-16;2020-11-02;A22019;R39;CLAIRE LOUISE;R;Ramsgate;MDAZ3;Y;Y;N;N;;N;;FX;FPO;GTR;LL;GN;;;8.60;8.40;7.02;0.00;0.00;51.00;0.00;3;1985-11-15;MFL;;;PA;1985-01-01
GBR;GBR000A22020;;MOD;2017-09-11;2020-12-07;A22020;LK500;MONTANA;LK;Lerwick;;N;Y;N;;;;;FX;OTB;NO;;;;;8.00;0.00;2.79;0.00;0.00;52.00;0.00;3;1989-01-01;MFL;;;;1987-01-01
GBR;GBR000A22022;;MOD;2010-03-02;2020-12-30;A22022;B42;RESPLENDENT;B;Belfast;;N;Y;N;;;;;FX;FPO;NO;;;;;8.00;0.00;2.89;0.00;0.00;53.00;0.00;3;1989-01-01;MFL;;;;1981-01-01
GBR;GBR000A22025;;MOD;2020-07-31;2020-08-26;A22025;N417;ENTERPRISE;N;Newry;2HGD6;Y;Y;N;N;;N;;FX;OTB;NK;;;;;8.40;8.40;5.75;0.00;0.00;72.00;0.00;3;1988-04-18;MFL;;;PA;1988-01-01
GBR;GBR000A22027;;MOD;2019-11-05;2020-12-30;A22027;SM47;KATY B;SM;Shoreham;;N;Y;N;N;;N;;FX;GN;TBB;FPO;LL;;;9.96;9.85;9.43;0.00;0.00;112.00;0.00;3;1989-01-26;MFL;;;PA;1987-01-01
GBR;GBR000A22030;;MOD;2019-10-31;2020-10-20;A22030;CK4;VALKYRIE;CK;Colchester;;N;Y;N;N;;N;;FX;GTR;GTR;LHP;LX;;;9.30;9.30;6.40;0.00;0.00;59.00;0.00;3;1988-10-20;MFL;;;PA;1978-01-01
GBR;GBR000A22035;;MOD;2019-10-01;2020-12-30;A22035;CY11;MAIRI T;CY;Castlebay;;N;Y;N;N;;N;;FX;FPO;NK;DRB;;;;8.24;6.87;3.44;0.00;0.00;64.00;0.00;3;1988-10-21;MFL;;;PA;1900-01-01
GBR;GBR000A22043;;MOD;2016-02-26;2020-12-30;A22043;R77;LINDY;R;Ramsgate;;N;Y;N;;;;;FX;FPO;NO;;;;;5.64;0.00;1.63;0.00;0.00;8.00;0.00;1;1989-01-01;MFL;;;;1989-01-01
GBR;GBR000A22045;;MOD;2018-11-01;2020-11-04;A22045;R80;ENDURANCE;R;Ramsgate;;N;Y;N;N;;N;;FX;OTB;GTR;GN;FPO;;;9.32;9.32;9.85;0.00;0.00;82.00;0.00;5;1986-07-01;MFL;;;PA;1982-01-01
GBR;GBR000A22048;;MOD;2019-09-30;2020-12-07;A22048;UL116;FEAR KNOT;UL;Ullapool;;N;Y;N;N;;N;;FX;OTB;GN;LHP;FPO;;;6.60;6.60;2.24;0.00;0.00;63.00;0.00;3;1988-11-07;MFL;;;PA;1988-01-01
GBR;GBR000A22070;;MOD;2019-12-04;2020-12-30;A22070;F172;ANGELINA;F;Faversham;2FCP5;Y;Y;N;N;;N;;FX;DRB;FPO;GN;SV;;;8.50;8.50;5.37;0.00;0.00;59.00;0.00;3;1988-02-23;MFL;;;PA;1985-01-01
GBR;GBR000A22078;;MOD;2014-05-29;2020-12-30;A22078;FH300;PAULA ROSE;FH;Falmouth;2EOC2;Y;Y;N;;;;;FX;OTB;NO;;;;;7.19;0.00;2.15;0.00;0.00;27.00;0.00;3;1989-01-01;MFL;;;;1980-01-01
GBR;GBR000A22088;;MOD;2019-04-16;2020-12-30;A22088;N906;ARCANE;N;Newry;;N;Y;N;N;;N;;FX;FPO;FPO;NK;;;;11.43;11.43;12.65;0.00;0.00;55.18;0.00;3;1982-04-21;MFL;;;PA;1982-01-01
GBR;GBR000A22142;;MOD;2003-01-01;2020-12-30;A22142;RR32;HOPEFUL;RR;Rochester;;N;Y;N;;;;;FX;GNS;NO;;;;;9.95;0.00;12.06;0.00;0.00;111.00;0.00;2;1989-01-01;MFL;;;;1985-01-01
GBR;GBR000A22154;;MOD;2019-10-31;2020-12-30;A22154;E50;REIVER;E;Exeter;2IVT3;Y;Y;N;N;;N;;FX;OTB;TBB;FPO;DRB;;;10.00;8.80;11.97;0.00;0.00;111.11;0.00;2;1988-04-11;MFL;;;PA;1988-01-01
GBR;GBR000A22159;;MOD;2013-01-17;2020-12-30;A22159;RX1;JOCALINDA;RX;Rye;;N;Y;N;;;;;FX;OTB;NO;;;;;9.93;0.00;11.10;0.00;0.00;94.00;0.00;3;1989-01-01;MFL;;;;1988-01-01
GBR;GBR000A22162;;MOD;2014-04-02;2020-12-30;A22162;PD5;VICHANA;PD;Peterhead;;N;Y;N;;;;;FX;FPO;NO;;;;;9.81;0.00;10.41;0.00;0.00;111.90;0.00;3;1989-01-01;MFL;;;;1988-01-01
GBR;GBR000A22163;;MOD;2019-11-06;2020-12-30;A22163;RX6;WAYWARD LAD;RX;Rye;MEAP4;Y;Y;N;N;;N;;FX;OTT;NK;GN;DRB;;;9.98;9.23;12.95;0.00;0.00;74.00;0.00;3;1984-03-06;MFL;;;PA;1982-01-01
GBR;GBR000A22174;;MOD;2012-05-31;2020-12-30;A22174;RX30;AKELA;RX;Rye;MIZY;Y;Y;N;;;;;FX;OTB;NO;;;;;12.19;0.00;22.93;0.00;0.00;134.00;0.00;1;1989-01-01;MFL;;;;1966-01-01
GBR;GBR000A22178;;MOD;2019-08-22;2020-12-30;A22178;RX37;BLOODAXE;RX;Rye;;N;Y;N;N;;N;;FX;FPO;GN;FPO;NK;;;6.75;6.75;2.11;0.00;0.00;33.00;0.00;1;1988-09-28;MFL;;;PA;1985-01-01
GBR;GBR000A22189;;CHA;2020-07-22;2020-08-10;A22189;RX58;FELICITY;RX;Rye;;N;Y;N;N;;N;;FX;OTB;NK;;;;;9.63;8.93;8.93;0.00;0.00;46.00;0.00;1;1980-10-03;MFL;;;PA;1980-01-01
GBR;GBR000A22194;;MOD;2019-11-08;2020-12-30;A22194;RX72;PROVIDER;RX;Rye;MHPG3;Y;Y;N;N;;N;;FX;OTB;FPO;GN;TBB;;;7.08;7.08;2.30;0.00;0.00;52.00;0.00;3;2005-04-10;MFL;;;PA;1984-01-01
GBR;GBR000A22219;;MOD;2019-10-24;2020-12-22;A22219;RX118;MOONSHINE;RX;Rye;;N;Y;N;N;;N;;FX;OTB;FPO;GN;NK;;;6.28;5.78;2.94;0.00;0.00;30.00;0.00;1;1967-07-20;MFL;;;PA;1967-01-01
GBR;GBR000A22261;;MOD;2019-03-21;2020-12-30;A22261;BA218;THOMAS HENRY;BA;Ballantrae;;N;Y;N;N;;N;;FX;FPO;NK;;;;;7.00;5.76;2.85;0.00;0.00;11.00;0.00;1;1975-05-05;MFL;;;PA;1974-01-01
GBR;GBR000A22309;;MOD;2020-07-03;2020-12-30;A22309;PZ291;MY LASS;PZ;Penzance;MQBT6;Y;Y;N;N;;N;;FX;FPO;GN;NK;LHP;;;9.10;8.69;5.31;0.00;0.00;55.30;0.00;3;1978-09-12;MFL;;;PA;1977-01-01
GBR;GBR000A22358;;MOD;2018-01-04;2020-12-30;A22358;SY64;MARANATHA;SY;Stornoway;;N;Y;N;;;;;FX;FPO;NO;;;;;5.70;0.00;1.26;0.00;0.00;7.30;0.00;3;1989-01-01;MFL;;;;1988-01-01
GBR;GBR000A22364;;MOD;2019-06-11;2020-12-30;A22364;SA80;TAMARA;SA;Swansea;;N;Y;N;N;;N;;FX;GN;NK;LL;;;;6.50;6.50;1.50;0.00;0.00;35.00;0.00;3;1988-06-21;MFL;;;PA;1988-01-01
GBR;GBR000A22368;;MOD;2003-01-01;2020-12-30;A22368;KY455;COMELY III;KY;Kirkcaldy;;N;Y;N;;;;;FX;FPO;NO;;;;;9.90;0.00;8.41;0.00;0.00;89.00;0.00;3;1989-01-01;MFL;;;;1979-01-01
GBR;GBR000A22385;;MOD;2018-03-08;2020-11-09;A22385;SC11;VICTORY OF HELFORD;SC;Scilly;MCUF9;Y;Y;N;Y;;N;;FX;GNS;FPO;LHP;GN;;;10.73;10.73;7.36;0.00;0.00;103.00;0.00;1;1975-04-24;MFL;;;PA;1975-01-01
GBR;GBR000A22391;;MOD;2020-07-30;2020-08-13;A22391;WY1;MARIGOLD;WY;Whitby;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.43;6.43;2.90;0.00;0.00;22.30;0.00;3;1982-02-03;MFL;;;PA;1980-01-01
GBR;GBR000A22393;;MOD;2017-03-22;2020-12-30;A22393;SC19;FORGET-ME-NOT;SC;Scilly;2MIM7;Y;N;N;;;;;FX;GNS;NO;;;;;6.35;0.00;2.87;0.00;0.00;22.38;0.00;3;1989-01-01;MFL;;;;1981-01-01
GBR;GBR000A22402;;MOD;2014-07-24;2020-11-04;A22402;SC35;EMERALD DAWN;SC;Scilly;MGDF9;Y;Y;N;;;;;FX;FPO;NO;;;;;7.77;0.00;1.29;0.00;0.00;60.00;0.00;3;1989-01-01;MFL;;;;1979-01-01
GBR;GBR000A22405;;MOD;2017-05-12;2020-08-17;A22405;SC41;PIONEER;SC;Scilly;;N;Y;N;N;;N;;FX;FPO;LHP;FPO;LL;;;8.02;8.02;4.95;0.00;0.00;41.00;0.00;1;1974-05-29;MFL;;;PA;1963-01-01
GBR;GBR000A22408;;MOD;2020-01-07;2020-12-07;A22408;PD116;BOY PAUL;PD;Peterhead;;N;Y;N;N;;N;;TT;OTB;NK;LHP;LL;;;9.75;9.75;7.70;0.00;0.00;94.74;0.00;3;1977-02-07;MFL;;;PA;1977-01-01
GBR;GBR000A22417;;MOD;2019-10-25;2020-12-30;A22417;HL111;SEAFORTH;HL;Hartlepool;;N;Y;N;N;;N;;FX;FPO;FPO;LHP;NK;;;8.20;8.20;6.60;0.00;0.00;50.70;0.00;3;1977-11-02;MFL;;;PA;1977-01-01
GBR;GBR000A22420;;MOD;2018-07-11;2020-12-30;A22420;SC60;LEONORA;SC;Scilly;;N;Y;N;N;;N;;FX;LHP;GN;NK;FPO;;;6.60;6.60;3.06;0.00;0.00;27.00;0.00;3;1982-09-22;MFL;;;PA;1982-01-01
GBR;GBR000A22424;;MOD;2020-07-28;2020-12-30;A22424;E63;K2;E;Exeter;;N;Y;N;N;;N;;FX;FPO;LL;GTR;OTB;;;9.27;9.27;7.85;0.00;0.00;94.00;0.00;3;1979-10-11;MFL;;;PA;1979-01-01
GBR;GBR000A22425;;MOD;2019-11-05;2020-12-30;A22425;SE66;HUSTLER;SE;Salcombe;2DFR8;Y;Y;N;N;;N;;FX;GN;FPO;NK;;;;9.75;9.75;6.76;0.00;0.00;89.00;0.00;3;1979-07-06;MFL;;;PA;1975-01-01
GBR;GBR000A22431;;MOD;2019-11-04;2020-12-30;A22431;N950;BLUE MARLIN;N;Newry;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.01;6.01;2.05;0.00;0.00;23.00;0.00;3;1981-04-08;MFL;;;PA;1900-01-01
GBR;GBR000A22446;;MOD;2019-01-17;2020-12-30;A22446;BCK101;ARROW;BCK;Buckie;MGYF;Y;Y;Y;Y;;N;;FX;TBN;NK;;;;;13.47;11.83;25.69;0.00;0.00;190.00;0.00;2;1985-12-13;MFL;;;PA;1985-01-01
GBR;GBR000A22450;;MOD;2019-10-29;2020-12-30;A22450;RR2;LILY MAY;RR;Rochester;2DFF7;Y;Y;N;N;;N;;FX;OTB;DRB;LHP;GN;;;9.94;9.94;7.24;0.00;0.00;81.00;0.00;1;1974-01-17;MFL;;;PA;1966-01-01
GBR;GBR000A22460;;MOD;2019-08-01;2020-08-09;A22460;SD41;LIZANN;SD;Sunderland;MLHM5;Y;Y;N;N;;N;;FX;OTB;NK;;;;;9.95;9.25;7.22;0.00;0.00;120.00;0.00;3;1988-11-01;MFL;;;PA;1988-01-01
GBR;GBR000A22533;;MOD;2015-03-30;2020-08-27;A22533;SE10;BLUE PLOVER;SE;Salcombe;ZIGL4;Y;Y;N;N;;N;;FX;FPO;FPO;LHP;OTB;;;6.50;6.50;3.47;0.00;0.00;25.00;0.00;3;1983-08-25;MFL;;;PA;1983-01-01
GBR;GBR000A22546;;MOD;2020-04-28;2020-12-30;A22546;SE27;BOLT HEAD QUEEN;SE;Salcombe;MPRE2;Y;Y;N;N;;N;;FX;FPO;OTM;GN;FPO;;;11.71;11.71;9.90;0.00;0.00;52.00;0.00;1;1970-10-23;MFL;;;PA;1970-01-01
GBR;GBR000A22552;8557918;MOD;2019-10-31;2020-09-13;A22552;SE34;PEN GLAS;SE;Salcombe;MJCE4;Y;Y;Y;Y;;N;;WOP;FPO;NK;;;;;18.40;17.15;62.00;0.00;0.00;216.00;0.00;1;1988-03-28;MFL;;;PA;1960-01-01
GBR;GBR000A22559;;MOD;2019-03-27;2020-12-30;A22559;SE46;TEGEN MOR II;SE;Salcombe;;N;Y;N;N;;N;;FX;FPO;GN;LHP;FPO;;;6.45;6.45;3.41;0.00;0.00;25.36;0.00;3;1984-08-09;MFL;;;PA;1984-01-01
GBR;GBR000A22563;;MOD;2019-11-05;2020-12-30;A22563;SE58;GEORGE EDWIN;SE;Salcombe;MRVW8;Y;Y;N;N;;N;;FX;GN;FPO;NK;;;;10.50;9.91;11.21;0.00;0.00;99.50;0.00;1;1988-01-12;MFL;;;PA;1987-01-01
GBR;GBR000A22575;;MOD;2019-11-04;2020-12-08;A22575;PE89;LOLA ELLA;PE;Poole;MBPX9;Y;Y;N;N;;N;;FX;GN;NK;;;;;6.13;6.13;0.99;0.00;0.00;7.40;0.00;3;1980-04-18;MFL;;;PA;1980-01-01
GBR;GBR000A22577;;MOD;2017-10-24;2020-12-30;A22577;A73;AURORA;A;Aberdeen;;N;Y;N;;;;;FX;FPO;NO;;;;;8.71;0.00;2.69;0.00;0.00;26.00;0.00;1;1989-01-01;MFL;;;;1968-01-01
GBR;GBR000A22586;;CHA;2020-06-24;2020-08-17;A22586;TH156;COURAGEOUS SPIRIT;TH;Teignmouth;;N;Y;N;N;;N;;FX;OTB;NK;;;;;9.42;9.42;7.67;0.00;0.00;65.00;0.00;1;1978-12-06;MFL;;;PA;1978-01-01
GBR;GBR000A22587;;CHA;2020-06-02;2020-11-04;A22587;K119;DOLLY ANNE;K;Kirkwall;;N;Y;N;N;;N;;FX;FPO;GN;NK;;;;11.90;10.85;13.29;0.00;0.00;130.00;0.00;3;1980-06-06;MFL;;;PA;1979-01-01
GBR;GBR000A22597;;MOD;2020-06-21;2020-11-11;A22597;SN79;MADALIA;SN;North Shields;MKEQ;Y;Y;Y;Y;;N;;TO;OTB;NK;;;;;14.99;14.30;41.16;0.00;0.00;242.00;0.00;1;1972-06-27;MFL;;;PA;1972-01-01
GBR;GBR000A22598;8545989;MOD;2019-12-23;2020-10-08;J10073;J189;PROSPECTOR;J;Jersey;2DAD;Y;Y;Y;Y;;N;;TT;OTB;FPO;OTB;OTM;;;16.95;15.45;48.73;0.00;0.00;221.00;0.00;5;2010-04-01;MFL;;;PA;1974-01-01
GBR;GBR000A22610;;CHA;2020-06-10;2020-12-30;A22610;LK82;POLARIS;LK;Lerwick;;N;Y;N;N;;N;;FX;OTB;NK;;;;;6.32;6.32;2.45;0.00;0.00;20.20;0.00;3;1984-05-04;MFL;;;PA;1984-01-01
GBR;GBR000A22612;;MOD;2019-11-05;2020-11-11;A22612;SH19;MARY ELLEN;SH;Scarborough;;N;Y;N;N;;N;;FX;FPO;LL;NK;GN;;;9.98;9.98;5.70;0.00;0.00;74.00;0.00;1;1968-02-12;MFL;;;PA;1967-01-01
GBR;GBR000A22659;8790728;MOD;2020-02-17;2020-12-22;A22659;CY338;OUR PRIDE;CY;Castlebay;MDAX2;Y;Y;Y;Y;;N;;TO;FPO;NK;;;;;18.25;16.06;104.00;0.00;0.00;305.00;0.00;1;1984-04-13;MFL;;;PA;1900-01-01
GBR;GBR000A22669;8604826;MOD;2018-10-12;2020-12-22;A22669;SH90;ALLEGIANCE;SH;Scarborough;GJGR;Y;Y;Y;Y;;N;;TT;OTB;NK;;;;;25.89;22.16;206.00;0.00;0.00;403.00;0.00;2;1987-05-22;MFL;;;PA;1987-01-01
GBR;GBR000A22682;;MOD;2020-02-17;2020-12-30;A22682;SH105;ENERGY;SH;Scarborough;;N;Y;N;N;;N;;FX;GN;NK;LL;FPO;;;9.44;9.44;5.32;0.00;0.00;33.50;0.00;1;1987-12-22;MFL;;;PA;1987-01-01
GBR;GBR000A22684;;MOD;2019-11-01;2020-11-11;A22684;SH107;MARY K;SH;Scarborough;;N;Y;N;N;;N;;FX;FPO;GN;LL;OTB;;;7.95;7.95;6.86;0.00;0.00;102.00;0.00;3;1987-12-22;MFL;;;PA;1983-01-01
GBR;GBR000A22697;;MOD;2020-05-27;2020-08-10;A22697;WY157;CRIMOND;WY;Whitby;;N;Y;N;N;;N;;FX;FPO;NK;FPO;;;;9.02;9.02;5.05;0.00;0.00;63.00;0.00;1;1988-07-04;MFL;;;PA;1988-01-01
GBR;GBR000A22720;;MOD;2019-12-31;2020-11-12;A22720;SH165;ONWARD STAR;SH;Scarborough;MIYY;Y;Y;Y;Y;;N;;WOP;FPO;GN;FPO;LL;;;16.54;15.61;43.00;0.00;0.00;239.00;0.00;1;1966-08-12;MFL;;;PA;1966-01-01
GBR;GBR000A22723;8712568;MOD;2019-06-10;2020-12-22;A22723;SH170;COURAGE;SH;Scarborough;MJDL4;Y;Y;Y;Y;;N;;TT;OTB;NK;;;;;26.54;24.35;284.00;0.00;0.00;525.93;0.00;2;1988-03-24;MFL;;;PA;1988-01-01
GBR;GBR000A22740;;MOD;2013-01-14;2020-12-30;A22740;CY205;HARVESTER;CY;Castlebay;;N;Y;N;;;;;FX;FPO;NO;;;;;9.00;0.00;5.23;0.00;0.00;56.00;0.00;3;1989-01-01;MFL;;;;1982-01-01
GBR;GBR000A22786;;MOD;2019-05-29;2020-12-30;A22786;SM80;RESULT;SM;Shoreham;;N;Y;N;N;;N;;FX;GTR;FPO;LL;GND;;;4.88;4.88;0.98;0.00;0.00;15.00;0.00;3;1984-09-13;MFL;;;PA;1979-01-01
GBR;GBR000A22831;;MOD;2016-07-11;2020-12-30;A22831;SM183;SPRING TIDE;SM;Shoreham;;N;Y;N;N;;N;;FX;GN;LHP;OTB;FPO;;;5.55;4.97;1.38;0.00;0.00;7.39;0.00;3;1988-10-13;MFL;;;PA;1980-01-01
GBR;GBR000A22833;;MOD;2012-09-25;2020-12-30;A22833;RO83;TON LAS;RO;Rothesay;;N;Y;N;;;;;FX;FPO;NO;;;;;9.33;0.00;4.76;0.00;0.00;63.00;0.00;1;1989-01-01;MFL;;;;1974-01-01
GBR;GBR000A22835;;MOD;2020-01-14;2020-12-10;A22835;SM198;TWO SISTERS;SM;Shoreham;;N;Y;N;N;;N;;FX;GN;GTR;FPO;GND;;;5.52;4.88;1.14;0.00;0.00;11.00;0.00;3;1986-07-08;MFL;;;PA;1978-01-01
GBR;GBR000A22847;;MOD;2019-10-29;2020-11-12;A22847;SM221;MIZPAH 11;SM;Shoreham;;N;Y;N;N;;N;;FX;GN;FIX;FPO;OTB;;;7.01;7.01;3.91;0.00;0.00;22.00;0.00;1;1987-05-26;MFL;;;PA;1976-01-01
GBR;GBR000A22851;;MOD;2015-04-21;2020-12-30;A22851;CS41;SNOWMAN;CS;Cowes;;N;Y;N;;;;;FX;FPO;NO;;;;;7.51;0.00;5.33;0.00;0.00;49.80;0.00;3;1989-01-01;MFL;;;;1975-01-01
GBR;GBR000A22858;;MOD;2018-08-20;2020-12-30;A22858;SM241;TWO BROTHERS II;SM;Shoreham;MHFV4;Y;Y;N;N;;N;;FX;TBB;;;;;;11.49;9.74;16.02;0.00;0.00;164.12;0.00;2;1988-03-16;MFL;;;PA;1987-01-01
GBR;GBR000A22859;;MOD;2003-01-01;2020-12-30;A22859;SM243;ARTISAN;SM;Shoreham;;N;Y;N;;;;;FX;GTR;NO;;;;;5.49;0.00;1.22;0.00;0.00;7.00;0.00;1;1989-01-01;MFL;;;;1979-01-01
GBR;GBR000A22861;;MOD;2016-05-20;2020-12-30;A22861;SM246;POPPY;SM;Shoreham;;N;N;N;;;;;FX;GTR;GTR;;;;;5.49;0.00;1.22;0.00;0.00;11.20;0.00;1;1989-01-01;MFL;;;;1984-01-01
GBR;GBR000A22871;8561464;MOD;2017-10-23;2020-12-17;A22871;BM271;ANGELENA;BM;Brixham;MKAR3;Y;Y;Y;Y;;N;;TT;OTB;;;;;;13.99;11.82;29.61;0.00;0.00;221.00;0.00;1;1988-01-26;MFL;;;PA;1988-01-01
GBR;GBR000A22887;;MOD;2019-07-05;2020-11-18;A22887;SM300;STUMBLIN IN;SM;Shoreham;;N;Y;N;N;;N;;FX;FPO;FPO;GN;;;;7.00;7.00;4.64;0.00;0.00;35.00;0.00;3;1988-11-16;MFL;;;PA;1972-01-01
GBR;GBR000A22888;;MOD;2015-10-22;2020-10-07;A22888;SM304;WESTERN PROMISE;SM;Shoreham;;N;Y;N;;;;;FX;FPO;GTR;;;;;9.30;0.00;6.49;0.00;0.00;90.00;0.00;1;1989-01-01;MFL;;;;1971-01-01
GBR;GBR000A22895;;MOD;2017-04-03;2020-11-02;A22895;BA865;FREEDOM;BA;Ballantrae;;N;Y;N;N;;N;;FX;OTB;NK;;;;;7.16;7.01;3.71;0.00;0.00;59.00;0.00;3;1988-10-04;MFL;;;PA;1980-01-01
GBR;GBR000A22896;;CHA;2017-02-27;2020-12-30;A22896;RX60;CLARA JUNE;RX;Rye;;N;N;N;;;;;FX;FPO;GNS;;;;;9.10;0.00;5.66;0.00;0.00;48.00;0.00;3;1989-01-01;MFL;;;;1973-01-01
GBR;GBR000A22909;;MOD;2017-01-17;2020-11-09;A22909;SM360;KESTREL;SM;Shoreham;;N;Y;N;N;;N;;FX;GN;NK;GTR;FPO;;;5.25;4.57;0.91;0.00;0.00;5.00;0.00;1;1974-08-09;MFL;;;PA;1973-01-01
GBR;GBR000A22923;;MOD;2013-05-23;2020-12-30;A22923;SM419;PESCOSO;SM;Shoreham;;N;Y;N;;;;;FX;GNS;NO;;;;;4.88;0.00;0.96;0.00;0.00;7.30;0.00;3;1989-01-01;MFL;;;;1980-01-01
GBR;GBR000A22948;;MOD;2020-01-10;2020-12-30;A22948;SM609;SHAMROCK;SM;Shoreham;;N;Y;N;N;;N;;FX;GN;NK;GND;;;;4.94;4.94;1.29;0.00;0.00;5.00;0.00;3;1982-07-12;MFL;;;PA;1900-01-01
GBR;GBR000A22954;;MOD;2019-10-29;2020-12-30;A22954;SM624;FOUR WINDS;SM;Shoreham;;N;Y;N;N;;N;;FX;GTR;GN;FPO;TBB;;;7.20;6.95;3.64;0.00;0.00;30.00;0.00;3;1976-07-13;MFL;;;PA;1976-01-01
GBR;GBR000A22958;;MOD;2019-05-22;2020-12-30;A22958;NN144;LACER;NN;Newhaven;2AGZ3;Y;Y;N;N;;N;;FX;GN;OTB;LHP;FPO;;;5.52;4.88;1.14;0.00;0.00;8.00;0.00;3;1977-02-18;MFL;;;PA;1900-01-01
GBR;GBR000A22959;;MOD;2016-08-01;2020-11-02;A22959;BS63;PRINCESS ROYAL;BS;Beaumaris;;N;Y;N;N;;N;;FX;GTR;NK;GN;;;;4.88;4.33;0.87;0.00;0.00;2.98;0.00;3;1977-04-06;MFL;;;PA;1900-01-01
GBR;GBR000A22964;;MOD;2013-10-30;2020-12-30;A22964;SM643;GEMINI;SM;Shoreham;;N;Y;N;N;;N;;FX;GTR;;;;;;5.49;4.88;0.99;0.00;0.00;5.00;0.00;3;1979-07-19;MFL;;;PA;1978-01-01
GBR;GBR000A22978;;MOD;2020-07-17;2020-12-30;A22978;SN7;JAMES DENYER;SN;North Shields;;N;Y;N;N;;N;;FX;GN;FPO;NK;;;;9.83;9.83;3.65;0.00;0.00;37.00;0.00;1;1969-04-14;MFL;;;PA;1969-01-01
GBR;GBR000A22989;;MOD;2019-11-05;2020-12-30;A22989;BH441;CLAIRE MADISON;BH;Blyth;;N;Y;N;N;;N;;FX;FPO;LL;OTB;GN;;;9.81;9.81;5.96;0.00;0.00;47.00;0.00;1;1985-07-18;MFL;;;PA;1985-01-01
GBR;GBR000A22990;;MOD;2016-06-22;2020-11-09;A22990;LK779;JUNE ROSE;LK;Lerwick;;N;Y;N;;;;;FX;LHM;NO;;;;;8.89;0.00;5.05;0.00;0.00;60.00;0.00;1;1989-01-01;MFL;;;;1977-01-01
GBR;GBR000A22991;;MOD;2019-03-07;2020-12-30;A22991;SN36;LUC;SN;North Shields;MLMC5;Y;Y;Y;Y;;N;;TT;OTB;GTR;OTM;GND;;;17.80;16.95;69.00;0.00;0.00;171.00;0.00;2;1981-04-07;MFL;;;PA;1980-01-01
GBR;GBR000A23004;;MOD;2019-07-23;2020-12-30;A23004;BCK21;BLUE SKY;BCK;Buckie;MIBB;Y;Y;Y;Y;;N;;FX;OTB;OTM;NK;;;;13.40;11.90;27.66;0.00;0.00;149.00;0.00;2;1986-07-07;MFL;;;PA;1985-01-01
GBR;GBR000A23038;;MOD;2019-09-05;2020-12-17;A23038;SN110;JULIE KAREN;SN;North Shields;;N;Y;N;N;;N;;FX;FPO;FPO;NK;LHP;;;9.88;9.88;5.43;0.00;0.00;60.00;0.00;1;1976-01-05;MFL;;;PA;1975-01-01
GBR;GBR000A23052;;MOD;2017-03-28;2020-12-30;A23052;SS7;DIANA;SS;St Ives;;N;Y;N;;;;;FX;LHP;NO;;;;;4.85;0.00;0.70;0.00;0.00;4.00;0.00;3;1989-01-01;MFL;;;;1979-01-01
GBR;GBR000A23058;;MOD;2019-06-20;2020-12-30;A23058;SC27;ISIS;SC;Scilly;;N;Y;N;N;;N;;FX;GN;LHP;FPO;LL;;;7.62;7.62;4.88;0.00;0.00;38.00;0.00;3;1981-05-15;MFL;;;PA;1980-01-01
GBR;GBR000A23059;;MOD;2019-09-05;2020-12-30;A23059;SC50;ZEPHYR;SC;Scilly;;N;Y;N;N;;N;;FX;FPO;LL;GN;LHP;;;5.84;5.84;2.26;0.00;0.00;22.00;0.00;5;1984-05-25;MFL;;;PA;1984-01-01
