Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
GBR;GBR000C17910;;MOD;2018-12-07;2020-11-16;C17910;CY741;SALTIRE;CY;Castlebay;;N;Y;N;N;;N;;FX;FPO;LL;LHP;NK;;;4.90;4.90;0.76;0.00;0.00;7.00;0.00;5;2003-12-31;MFL;;;PA;1900-01-01
GBR;GBR000C17911;8555623;MOD;2018-11-05;2020-12-16;C17911;BA359;ELLEN ANN;BA;Ballantrae;MAHU6;Y;Y;Y;Y;;N;;DB;DRB;NK;;;;;14.95;13.80;47.00;0.00;0.00;221.00;0.00;2;2003-05-27;MFL;;;PA;2003-01-01
GBR;GBR000C17912;;MOD;2012-10-11;2020-12-30;C17912;YH33;AURORA;YH;Yarmouth;;N;Y;N;;;;;FX;FPO;NO;;;;;6.68;0.00;2.44;0.00;0.00;89.52;0.00;3;2003-05-15;MFL;;;;2003-01-01
GBR;GBR000C17916;;MOD;2016-02-09;2020-11-11;C17916;PD57;SCARLET THREAD;PD;Peterhead;;N;Y;N;;;;;FX;LHP;NO;;;;;8.07;0.00;2.65;0.00;0.00;149.00;0.00;3;2003-05-19;MFL;;;;1988-01-01
GBR;GBR000C17918;;MOD;2019-01-29;2020-12-30;C17918;PE1155;MACIE LOUIS;PE;Poole;2HCT3;Y;Y;N;N;;N;;FX;LX;OTS;GN;FPO;;;6.89;6.89;1.71;0.00;0.00;86.00;0.00;3;2003-08-27;MFL;;;PA;2003-01-01
GBR;GBR000C17920;;MOD;2018-05-24;2020-12-30;C17920;PZ64;ST ELVAN;PZ;Penzance;2BVP3;Y;Y;N;;;;;FX;GNS;LHP;;;;;5.87;0.00;1.92;0.00;0.00;18.00;0.00;3;2003-06-25;MFL;;;;1994-01-01
GBR;GBR000C17924;;MOD;2019-06-27;2020-11-18;C17924;BF863;SKUA;BF;Banff;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.30;6.30;1.76;0.00;0.00;29.00;0.00;5;2003-07-03;MFL;;;PA;1900-01-01
GBR;GBR000C17927;9276872;MOD;2020-07-28;2020-08-20;C17927;B932;MARE GRATIA;B;Belfast;MART9;Y;Y;Y;N;;N;235011319;FX;DRB;NK;;;;;43.51;39.51;315.00;0.00;0.00;744.00;96.00;2;2003-06-18;MFL;;;PA;1900-01-01
GBR;GBR000C17928;;MOD;2003-06-12;2020-12-30;C17928;YH432;SUNSHINE II;YH;Yarmouth;;N;Y;N;;;;;FX;GND;NO;;;;;5.00;0.00;0.71;0.00;0.00;5.00;0.00;3;2003-06-06;MFL;;;;2003-01-01
GBR;GBR000C17931;;MOD;2017-08-04;2020-12-30;C17931;CE522;MARTHA M;CE;Coleraine;MQQH6;Y;Y;N;;;;;FX;FPO;NO;;;;;5.85;0.00;1.49;0.00;0.00;29.40;0.00;3;2004-04-07;MFL;;;;1999-01-01
GBR;GBR000C17932;;MOD;2017-04-13;2020-11-05;C17932;BN438;PATRICIA B;BN;Boston;2CYW5;Y;Y;Y;Y;;N;;FX;TBB;OTB;FPO;TBB;;;13.94;12.82;21.53;0.00;0.00;201.00;0.00;2;2003-05-29;MFL;;;PA;2003-01-01
GBR;GBR000C17936;;MOD;2015-11-03;2020-11-05;C17936;LN471;PAMELA MARY;LN;Kings Lynn;2FNM8;Y;Y;N;Y;;N;;DOX;DRB;;;;;;11.85;11.20;14.16;0.00;0.00;112.00;0.00;2;2003-06-12;MFL;;;PA;2002-01-01
GBR;GBR000C17938;;MOD;2018-06-18;2020-12-30;C17938;NN114;HALCYON;NN;Newhaven;;N;Y;N;N;;N;;FX;GN;;;;;;9.80;9.61;7.03;0.00;0.00;109.00;0.00;3;2003-06-05;MFL;;;PA;2001-01-01
GBR;GBR000C17941;;MOD;2019-06-12;2020-12-30;C17941;CO2;EMMA JADE;CO;Caernarvon;;N;Y;N;N;;N;;FX;FPO;LX;NK;FPO;;;4.69;4.69;0.60;0.00;0.00;9.00;0.00;3;2003-10-20;MFL;;;PA;1984-01-01
GBR;GBR000C17943;;MOD;2019-02-08;2020-12-30;C17943;YH294;ALICIA;YH;Yarmouth;;N;Y;N;N;;N;;FX;FPO;NK;LL;FPO;;;6.45;6.45;1.58;0.00;0.00;58.80;0.00;3;2003-06-10;MFL;;;PA;2003-01-01
GBR;GBR000C17946;;MOD;2019-11-05;2020-12-30;C17946;YH79;LADY IRIS;YH;Yarmouth;;N;Y;N;N;;N;;FX;GN;LHP;LL;FPO;;;6.60;6.60;2.33;0.00;0.00;37.00;0.00;3;2003-07-03;MFL;;;PA;2003-01-01
GBR;GBR000C17953;;MOD;2019-12-12;2020-12-30;C17953;SE122;GUILLEMOT;SE;Salcombe;2JCN6;Y;Y;N;N;;N;;FX;GN;FPO;LHP;NK;;;6.43;6.43;1.49;0.00;0.00;34.13;0.00;3;2003-08-04;MFL;;;PA;1995-01-01
GBR;GBR000C17955;;MOD;2018-09-26;2020-12-30;C17955;H77;SIWRENGALE;H;Hull;MCWS7;Y;Y;Y;Y;;N;;WOP;FPO;NK;;;;;14.95;14.15;46.23;0.00;0.00;255.00;0.00;2;2003-09-12;MFL;;;PA;2003-01-01
GBR;GBR000C17956;;MOD;2012-08-30;2020-12-30;C17956;CO60;CREST;CO;Caernarvon;;N;Y;N;;;;;FX;GNS;NO;;;;;4.90;0.00;0.58;0.00;0.00;14.00;0.00;3;2003-07-08;MFL;;;;1990-01-01
GBR;GBR000C17957;;MOD;2018-12-05;2020-12-30;C17957;PD26;KATH B;PD;Peterhead;;N;Y;N;N;;N;;FX;OTB;GND;TBB;LL;;;4.90;4.90;1.11;0.00;0.00;10.00;0.00;3;2003-07-07;MFL;;;PA;2003-01-01
GBR;GBR000C17959;;MOD;2019-11-05;2020-12-30;C17959;SE3;TWO BOYS;SE;Salcombe;;N;Y;N;N;;N;;FX;FPO;NK;GN;;;;5.85;5.85;1.84;0.00;0.00;15.00;0.00;3;2003-09-12;MFL;;;PA;2001-01-01
GBR;GBR000C17960;;MOD;2019-01-30;2020-12-30;C17960;N727;ANNA;N;Newry;;N;Y;N;N;;N;;FX;OTB;GN;FPO;LHP;;;5.56;5.56;1.56;0.00;0.00;18.65;0.00;3;2003-07-30;MFL;;;PA;1986-01-01
GBR;GBR000C17961;9274795;MOD;2020-07-02;2020-12-17;C17961;BF60;ARTEMIS;BF;Banff;VQSX7;Y;Y;Y;Y;;N;;TT;OTM;NK;;;;;64.00;57.02;1759.00;0.00;0.00;4500.00;1909.00;2;2003-07-17;MFL;;;PA;2003-01-01
GBR;GBR000C17966;;MOD;2019-05-02;2020-12-30;C17966;ME234;SALTIRE;ME;Montrose;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.98;6.98;1.55;0.00;0.00;75.00;0.00;3;2003-07-15;MFL;;;PA;2003-01-01
GBR;GBR000C17967;;MOD;2016-07-05;2020-12-30;C17967;SD52;REBEL;SD;Sunderland;;N;N;N;;;;;FX;FPO;NO;;;;;4.86;0.00;0.79;0.00;0.00;7.40;0.00;3;2003-07-15;MFL;;;;1974-01-01
GBR;GBR000C17970;;MOD;2019-11-19;2020-12-30;C17970;FY848;DEFIANT;FY;Fowey;MJGE3;Y;Y;Y;Y;;N;;TT;LX;GN;OTB;TBN;;;13.97;12.97;41.50;0.00;0.00;221.00;0.00;5;2004-05-11;MFL;;;PA;1900-01-01
GBR;GBR000C17974;;MOD;2018-03-27;2020-12-30;C17974;DH97;FULL MONTY;DH;Dartmouth;;N;Y;N;;;;;FX;LHP;LHP;;;;;9.90;0.00;4.10;0.00;0.00;257.00;0.00;3;2003-08-15;MFL;;;;2003-01-01
GBR;GBR000C17976;9274965;MOD;2020-07-28;2020-12-22;C17976;K771;HEATHER K;K;Kirkwall;MCBU7;Y;Y;Y;Y;;N;235006480;FX;FPO;NK;;;;;16.95;15.80;132.00;0.00;0.00;286.00;0.00;2;2003-10-10;MFL;;;PA;2003-01-01
GBR;GBR000C17978;;MOD;2016-12-31;2020-12-30;C17978;GK2;EILIDH ANNE;GK;Greenock;;N;Y;N;N;;N;;FX;OTB;;;;;;9.95;8.81;13.55;0.00;0.00;127.00;0.00;2;2003-08-11;MFL;;;PA;2003-01-01
GBR;GBR000C17980;;MOD;2018-11-06;2020-12-30;C17980;NN732;CLAR INNIS;NN;Newhaven;;N;Y;N;N;;N;;FX;GTR;OTB;GND;FPO;;;9.83;9.03;11.81;0.00;0.00;138.00;0.00;3;2003-09-24;MFL;;;PA;2003-01-01
GBR;GBR000C17981;;MOD;2019-10-14;2020-12-30;C17981;B87;PRINCESS FREYA;B;Belfast;;N;Y;N;N;;N;;FX;GTR;FPO;LL;;;;5.82;5.82;1.34;0.00;0.00;13.20;0.00;3;2003-08-06;MFL;;;PA;1995-01-01
GBR;GBR000C17982;;MOD;2013-04-18;2020-12-30;C17982;LH589;FREYA;LH;Leith;;N;Y;N;;;;;FX;FPO;NO;;;;;8.89;0.00;4.84;0.00;0.00;156.00;0.00;3;2003-07-29;MFL;;;;1999-01-01
GBR;GBR000C17988;;MOD;2013-05-16;2020-12-30;C17988;CO83;PEDRYN;CO;Caernarvon;;N;Y;N;N;;N;;FX;FPO;;;;;;6.90;6.90;0.85;0.00;0.00;104.00;0.00;3;2003-08-21;MFL;;;PA;2003-01-01
GBR;GBR000C17989;;MOD;2018-06-26;2020-11-08;C17989;N955;FOUR WINDS;N;Newry;;N;Y;N;N;;N;;FX;OTB;NK;;;;;6.25;6.25;1.16;0.00;0.00;31.00;0.00;5;2003-08-28;MFL;;;PA;1900-01-01
GBR;GBR000C17991;;MOD;2009-02-24;2020-12-30;C17991;TT7;CINTRA;TT;Tarbert;;N;Y;N;;;;;FX;DRH;NO;;;;;4.90;0.00;0.68;0.00;0.00;37.30;0.00;4;2003-09-17;MFL;;;;1985-01-01
GBR;GBR000C17993;;MOD;2019-05-15;2020-12-30;C17993;WK302;SPINDRIFT;WK;Wick;;N;Y;N;N;;N;;FX;NK;NK;;;;;5.92;5.92;1.48;0.00;0.00;14.92;0.00;3;2003-09-02;MFL;;;PA;1989-01-01
GBR;GBR000C17999;;MOD;2019-10-02;2020-12-30;C17999;SM561;GUNNERS GLORY II;SM;Shoreham;2FBX3;Y;Y;N;N;;N;;FX;FPO;GN;FPO;GND;;;9.69;9.01;5.58;0.00;0.00;126.75;0.00;3;2004-02-12;MFL;;;PA;2003-01-01
GBR;GBR000C18000;;MOD;2017-05-11;2020-12-30;C18000;N954;INISFAIL;N;Newry;;N;Y;N;;;;;FX;FPO;NO;;;;;4.92;0.00;0.70;0.00;0.00;11.00;0.00;3;2003-09-15;MFL;;;;2003-01-01
GBR;GBR000C18004;;MOD;2018-09-04;2020-12-30;C18004;CN717;HIGHLANDER;CN;Campbeltown;;N;Y;N;N;;N;;FX;FPO;;;;;;9.90;9.68;5.55;0.00;0.00;261.00;0.00;3;2003-09-23;MFL;;;PA;2003-01-01
GBR;GBR000C18005;;MOD;2013-11-07;2020-12-30;C18005;BRD668;SANDPIPER;BRD;Broadford;;N;Y;N;N;;N;;FX;FPO;NK;;;;;4.94;4.94;0.66;0.00;0.00;3.00;0.00;3;2004-01-22;MFL;;;PA;1982-01-01
GBR;GBR000C18012;;MOD;2017-06-16;2020-12-30;C18012;FH715;KIMBERLEY JO;FH;Falmouth;;N;Y;N;N;;N;;FX;LHP;;;;;;6.53;6.53;3.14;0.00;0.00;38.05;0.00;3;2003-10-07;MFL;;;PA;2003-01-01
GBR;GBR000C18013;;MOD;2016-03-15;2020-11-04;C18013;CE888;MY GIRLS J.L.L;CE;Coleraine;2DMRS;Y;Y;N;;;;;FX;FPO;NO;;;;;11.20;0.00;6.62;0.00;0.00;331.00;0.00;3;2003-11-04;MFL;;;;2003-01-01
GBR;GBR000C18015;;MOD;2019-10-28;2020-12-30;C18015;BRD669;DEALAN-DE;BRD;Broadford;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.96;9.96;10.42;0.00;0.00;111.90;0.00;3;2003-11-07;MFL;;;PA;2003-01-01
GBR;GBR000C18017;;MOD;2019-09-25;2020-12-30;C18017;E56;OUTCAST 2;E;Exeter;2BVW5;Y;Y;N;N;;N;;FX;GN;FPO;GND;;;;8.40;8.40;3.03;0.00;0.00;58.80;0.00;3;2003-12-12;MFL;;;PA;2003-01-01
GBR;GBR000C18022;;MOD;2019-03-06;2020-12-07;C18022;PZ1209;ROSEBUD;PZ;Penzance;MPHV6;Y;Y;N;N;;N;;FX;FPO;GN;LL;GND;;;4.86;4.86;1.03;0.00;0.00;10.07;0.00;3;2003-10-17;MFL;;;PA;2003-01-01
GBR;GBR000C18023;;MOD;2020-07-30;2020-12-30;C18023;PE755;KAREN ROSE;PE;Poole;2CX17;Y;Y;N;N;;N;;FX;DRB;GN;NK;LL;;;6.35;6.35;1.12;0.00;0.00;29.40;0.00;3;2004-03-09;MFL;;;PA;2002-01-01
GBR;GBR000C18027;;MOD;2019-07-12;2020-12-30;C18027;CE524;SORLEY BOY;CE;Coleraine;;N;Y;N;N;;N;;FX;FPO;NK;OTB;;;;6.37;6.37;2.06;0.00;0.00;48.49;0.00;3;2003-12-11;MFL;;;PA;2003-01-01
GBR;GBR000C18029;;MOD;2018-05-16;2020-12-30;C18029;M42;R L T;M;Milford Haven;;N;N;N;;;;;FX;LHP;NO;;;;;6.90;0.00;1.62;0.00;0.00;36.80;0.00;3;2003-12-01;MFL;;;;2003-01-01
GBR;GBR000C18030;;MOD;2004-12-06;2020-12-30;C18030;SY854;ALINE;SY;Stornoway;;N;Y;N;;;;;FX;FPO;NO;;;;;4.85;0.00;0.70;0.00;0.00;15.00;0.00;3;2004-05-11;MFL;;;;1992-01-01
GBR;GBR000C18035;;MOD;2020-02-06;2020-09-09;C18035;LK372;CORNUCOPIA;LK;Lerwick;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.92;9.70;8.51;0.00;0.00;162.00;0.00;3;2003-12-12;MFL;;;PA;2003-01-01
GBR;GBR000C18036;;MOD;2020-05-28;2020-12-30;C18036;RX54;BETTY K;RX;Rye;;N;Y;N;N;;N;;FX;OTB;DRB;GN;FPO;;;8.29;7.74;5.57;0.00;0.00;90.00;0.00;3;2003-11-26;MFL;;;PA;2002-01-01
GBR;GBR000C18038;;MOD;2017-04-04;2020-12-30;C18038;N66;CROWDED HOUR;N;Newry;;N;Y;N;;;;;FX;FPO;NO;;;;;9.15;0.00;4.03;0.00;0.00;237.00;0.00;3;2004-03-01;MFL;;;;2004-01-01
GBR;GBR000C18039;;MOD;2019-08-29;2020-09-14;C18039;PH5583;HANNAH JACK;PH;Plymouth;;N;Y;N;N;;N;;FX;OTB;NK;;;;;9.83;9.03;13.49;0.00;0.00;74.00;0.00;3;2003-12-02;MFL;;;PA;2003-01-01
GBR;GBR000C18040;;MOD;2016-06-20;2020-10-29;C18040;SD390;ISABELLA;SD;Sunderland;;N;Y;N;;;;;FX;FPO;OTB;;;;;9.98;0.00;9.63;0.00;0.00;86.00;0.00;1;2003-12-04;MFL;;;;1988-01-01
GBR;GBR000C18041;;MOD;2019-11-07;2020-12-30;C18041;WY32;JACKIE MCKAY;WY;Whitby;;N;Y;N;N;;N;;FX;FPO;NK;LL;GN;;;6.40;6.40;1.59;0.00;0.00;23.00;0.00;3;2003-12-02;MFL;;;PA;1988-01-01
GBR;GBR000C18042;;MOD;2019-11-14;2020-12-30;C18042;NN733;LE BELHARA;NN;Newhaven;;N;Y;N;N;;N;;FX;FPO;NK;GN;;;;9.83;9.03;10.42;0.00;0.00;104.00;0.00;3;2003-11-24;MFL;;;PA;2003-01-01
GBR;GBR000C18043;;MOD;2019-07-03;2020-12-30;C18043;BH11;PISCES;BH;Blyth;;N;Y;N;N;;N;;FX;FPO;OTB;GND;LL;;;6.10;6.10;1.18;0.00;0.00;9.50;0.00;3;2004-03-03;MFL;;;PA;2003-01-01
GBR;GBR000C18048;;MOD;2019-12-06;2020-12-30;C18048;ME7;BLUEFIN;ME;Montrose;;N;Y;N;N;;N;;FX;FPO;NK;FPO;;;;7.60;7.60;1.79;0.00;0.00;89.50;0.00;3;2003-12-04;MFL;;;PA;2003-01-01
GBR;GBR000C18051;;MOD;2019-02-05;2020-12-30;C18051;M509;CELTIC;M;Milford Haven;;N;Y;N;N;;N;;FX;FPO;GN;TBB;LL;;;11.44;11.44;27.30;0.00;0.00;147.00;0.00;2;2003-12-04;MFL;;;PA;1988-01-01
GBR;GBR000C18058;;MOD;2019-02-05;2020-12-30;C18058;PE14;GREEN BUOYS;PE;Poole;;N;Y;N;N;;N;;FX;OTB;FPO;LX;GN;;;6.74;6.63;1.72;0.00;0.00;40.28;0.00;3;2004-01-26;MFL;;;PA;2002-01-01
GBR;GBR000C18064;8560941;MOD;2019-03-29;2020-12-22;C18064;BM1;EMULATE;BM;Brixham;MEMU3;Y;Y;Y;Y;;N;;DB;DRB;NK;OTM;OTB;;;14.95;14.15;45.64;0.00;0.00;221.00;0.00;5;2004-01-23;MFL;;;PA;1900-01-01
GBR;GBR000C18065;;MOD;2019-05-14;2020-10-13;C18065;INS1028;ORION;INS;Inverness;;N;Y;N;N;;N;;FX;FPO;NK;;;;;8.45;7.98;3.69;0.00;0.00;46.00;0.00;2;2004-01-23;MFL;;;PA;2002-01-01
GBR;GBR000C18068;;MOD;2016-01-19;2020-11-12;C18068;WK832;AIMEE J;WK;Wick;;N;Y;N;Y;;N;;FX;FPO;NK;;;;;6.95;6.70;2.21;0.00;0.00;14.00;0.00;3;2004-01-13;MFL;;;PA;1986-01-01
GBR;GBR000C18073;;MOD;2020-06-28;2020-10-22;C18073;WK70;SHEIGRA;WK;Wick;;N;Y;N;N;;N;;FX;FPO;OTB;LL;GN;;;8.20;8.20;3.64;0.00;0.00;53.70;0.00;3;2004-04-19;MFL;;;PA;2003-01-01
GBR;GBR000C18074;8567535;MOD;2019-01-16;2020-12-30;C18074;M147;HARMONI;M;Milford Haven;MFHE9;Y;Y;Y;Y;;N;;DB;DRB;NK;;;;;14.96;14.29;59.48;0.00;0.00;214.00;0.00;2;2004-01-23;MFL;;;PA;2003-01-01
GBR;GBR000C18076;;MOD;2018-10-17;2020-12-30;C18076;AD4;MERMAID;AD;Ardrossan;;N;Y;N;N;;N;;FX;FPO;;;;;;4.80;4.80;0.63;0.00;0.00;5.90;0.00;3;2004-04-13;MFL;;;PA;2003-01-01
GBR;GBR000C18080;;MOD;2019-10-23;2020-12-30;C18080;BD77;ORCA;BD;Bideford;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.83;9.03;10.98;0.00;0.00;124.00;0.00;3;2004-01-14;MFL;;;PA;2004-01-01
GBR;GBR000C18081;7527423;MOD;2020-07-28;2020-12-22;C18081;TN40;MAR DE BENS;TN;Troon;MDCC7;Y;Y;Y;Y;;N;235006880;FX;OTM;NK;;;;;46.85;42.58;468.00;0.00;0.00;720.00;528.00;2;2004-02-09;MFL;;;PA;1975-01-01
GBR;GBR000C18082;9286891;MOD;2020-07-28;2020-09-09;C18082;PD103;GRACIOUS;PD;Peterhead;MDGT8;Y;Y;Y;Y;;N;235007080;TT;OTB;NK;;;;;19.90;18.90;195.00;0.00;0.00;537.00;0.00;2;2004-02-20;MFL;;;PA;2004-01-01
GBR;GBR000C18083;;MOD;2019-06-19;2020-12-30;C18083;CE526;BLUE MARLIN;CE;Coleraine;2HC77;Y;Y;N;N;;N;;FX;FPO;NK;;;;;5.02;5.02;0.70;0.00;0.00;14.70;0.00;3;2004-02-26;MFL;;;PA;1991-01-01
GBR;GBR000C18084;;MOD;2019-06-26;2020-12-30;C18084;FH717;CORNISH LASS IV OF COVERACK;FH;Falmouth;2CEF8;Y;Y;N;N;;N;;FX;FPO;FPO;NK;;;;4.89;4.89;0.92;0.00;0.00;6.71;0.00;3;2004-06-28;MFL;;;PA;2003-01-01
GBR;GBR000C18087;;MOD;2017-08-03;2020-12-30;C18087;SY59;BOREAS;SY;Stornoway;;N;Y;N;;;;;FX;FPO;NO;;;;;7.90;0.00;2.27;0.00;0.00;134.28;0.00;3;2005-02-18;MFL;;;;2004-01-01
GBR;GBR000C18088;;MOD;2019-11-19;2020-12-30;C18088;PE210;AMADEUS;PE;Poole;;N;Y;N;N;;N;;FX;GN;FPO;NK;;;;9.62;9.62;13.72;0.00;0.00;208.00;0.00;3;2004-02-23;MFL;;;PA;2003-01-01
GBR;GBR000C18093;;MOD;2017-06-27;2020-12-30;C18093;TT267;SCOTIA STAR;TT;Tarbert;2BVX2;Y;Y;N;N;;N;;FX;OTB;NK;;;;;11.87;11.08;18.16;0.00;0.00;147.00;0.00;2;2004-03-11;MFL;;;PA;2003-01-01
GBR;GBR000C18094;;MOD;2018-06-07;2020-12-30;C18094;FR470;NEW DAWN;FR;Fraserburgh;MELK8;Y;Y;Y;Y;;N;;FX;OTT;;;;;;14.95;13.90;52.63;0.00;0.00;339.00;0.00;1;2004-04-28;MFL;;;PA;2004-01-01
GBR;GBR000C18095;;MOD;2019-04-01;2020-12-30;C18095;HL21;CAPRICORN;HL;Hartlepool;;N;Y;N;N;;N;;FX;FPO;OTB;NK;GN;;;9.96;9.26;15.91;0.00;0.00;149.34;0.00;2;2004-04-28;MFL;;;PA;2003-01-01
GBR;GBR000C18096;;MOD;2019-01-04;2020-12-30;C18096;FY850;TYPHOON;FY;Fowey;;N;Y;N;N;;N;;FX;GN;LHP;FPO;LL;;;9.95;9.40;5.87;0.00;0.00;195.00;0.00;3;2004-02-26;MFL;;;PA;2004-01-01
GBR;GBR000C18101;;MOD;2019-10-21;2020-12-30;C18101;BM42;KAYLEIGH ANN;BM;Brixham;;N;Y;N;N;;N;;FX;FPO;GN;LHP;NK;;;6.60;6.30;2.48;0.00;0.00;32.07;0.00;3;2004-03-09;MFL;;;PA;2004-01-01
GBR;GBR000C18102;;MOD;2017-07-25;2020-12-30;C18102;WK833;DAWN STAR;WK;Wick;;N;Y;N;;;;;FX;FPO;NO;;;;;6.10;0.00;1.51;0.00;0.00;7.00;0.00;1;2004-02-26;MFL;;;;1965-01-01
GBR;GBR000C18108;;MOD;2018-03-26;2020-12-30;C18108;BCK87;STARLIGHT;BCK;Buckie;;N;Y;N;;;;;FX;FPO;NO;;;;;6.46;0.00;1.61;0.00;0.00;13.00;0.00;3;2004-03-30;MFL;;;;1997-01-01
GBR;GBR000C18109;;MOD;2019-01-10;2020-12-30;C18109;CE525;EMERALD ISLE II;CE;Coleraine;;N;Y;N;N;;N;;FX;FPO;NK;;;;;5.81;5.81;1.18;0.00;0.00;30.00;0.00;3;2004-02-27;MFL;;;PA;2002-01-01
GBR;GBR000C18113;9287508;MOD;2020-07-28;2020-12-10;C18113;LK145;ANTARCTIC II;LK;Lerwick;MBPJ6;Y;Y;Y;Y;;N;235746000;FX;OTM;NK;;;;;69.70;62.55;2282.00;0.00;0.00;4320.00;3600.00;2;2004-03-09;MFL;;;PA;2004-01-01
GBR;GBR000C18115;;MOD;2019-10-21;2020-12-30;C18115;NN736;DANNY BOY;NN;Newhaven;;N;Y;N;N;;N;;FX;GN;LL;FPO;LHP;;;6.80;6.60;1.62;0.00;0.00;28.30;0.00;3;2004-04-19;MFL;;;PA;2003-01-01
GBR;GBR000C18121;;MOD;2017-07-07;2020-12-30;C18121;AB170;ABBA-CAT;AB;Aberystwyth;;N;Y;N;;;;;FX;FPO;NO;;;;;7.50;0.00;1.15;0.00;0.00;29.40;0.00;3;2004-03-08;MFL;;;;2003-01-01
GBR;GBR000C18124;;MOD;2019-06-11;2020-12-30;C18124;FY851;INDEPENDENT;FY;Fowey;;N;Y;N;N;;N;;FX;FPO;GN;NK;;;;5.70;5.70;1.91;0.00;0.00;16.00;0.00;3;2004-07-08;MFL;;;PA;2000-01-01
GBR;GBR000C18125;8541127;MOD;2019-08-14;2020-12-22;C18125;B945;MARY ELLEN;B;Belfast;MEJU3;Y;Y;Y;Y;;N;;FX;FPO;NK;;;;;14.95;14.14;60.84;0.00;0.00;265.00;0.00;2;2004-03-24;MFL;;;PA;2004-01-01
GBR;GBR000C18126;;MOD;2016-10-18;2020-08-03;C18126;WK126;DIPPER;WK;Wick;;N;Y;N;;;;;FX;FPO;NO;;;;;4.83;0.00;0.72;0.00;0.00;13.43;0.00;3;2004-05-05;MFL;;;;2004-01-01
GBR;GBR000C18130;;MOD;2019-05-02;2020-12-30;C18130;CY830;DONNA;CY;Castlebay;;N;Y;N;N;;N;;FX;FPO;NK;;;;;4.86;4.86;0.72;0.00;0.00;15.00;0.00;3;2004-03-24;MFL;;;PA;1900-01-01
GBR;GBR000C18131;;MOD;2020-07-02;2020-12-30;C18131;UL564;ANNA MAIRI;UL;Ullapool;;N;Y;N;N;;N;;FX;FPO;NK;;;;;5.87;5.87;1.14;0.00;0.00;28.00;0.00;3;2004-05-12;MFL;;;PA;2003-01-01
GBR;GBR000C18134;;MOD;2020-02-13;2020-12-30;C18134;CA369;HOWNI;CA;Cardigan;;N;Y;N;N;;N;;FX;FPO;NK;GN;;;;6.90;6.90;1.58;0.00;0.00;67.14;0.00;3;2004-04-21;MFL;;;PA;2004-01-01
GBR;GBR000C18135;;MOD;2019-04-24;2020-11-12;C18135;FH23;IONA;FH;Falmouth;;N;Y;N;N;;N;;FX;GN;FPO;LL;LHP;;;4.50;4.50;0.65;0.00;0.00;7.70;0.00;3;2004-04-19;MFL;;;PA;1998-01-01
GBR;GBR000C18140;;MOD;2019-05-01;2020-12-30;C18140;N963;BOY EOIN;N;Newry;;N;Y;N;N;;N;;FX;FPO;DRB;LHP;GN;;;6.83;6.64;1.87;0.00;0.00;26.00;0.00;3;2004-04-15;MFL;;;PA;1998-01-01
GBR;GBR000C18142;;MOD;2019-11-28;2020-12-30;C18142;PE582;TRISH;PE;Poole;;N;Y;N;N;;N;;FX;DRB;OTB;DRB;GN;;;6.00;6.00;0.93;0.00;0.00;55.95;0.00;3;2004-06-10;MFL;;;PA;2004-01-01
GBR;GBR000C18152;;MOD;2019-04-18;2020-12-30;C18152;NN737;HOPE GAP;NN;Newhaven;;N;Y;N;N;;N;;FX;FPO;GN;NK;;;;9.83;9.03;11.35;0.00;0.00;112.00;0.00;5;2004-04-22;MFL;;;PA;2004-01-01
GBR;GBR000C18153;;MOD;2019-02-13;2020-12-30;C18153;E515;SAMBE;E;Exeter;;N;Y;N;N;;N;;FX;FPO;LHP;NK;GN;;;7.97;7.97;4.40;0.00;0.00;56.00;0.00;3;2004-04-26;MFL;;;PA;2003-01-01
GBR;GBR000C18155;;MOD;2015-07-07;2020-11-12;C18155;BA187;TERN;BA;Ballantrae;;N;Y;N;N;;N;;FX;FPO;NK;;;;;7.50;7.50;2.95;0.00;0.00;27.00;0.00;1;2004-06-21;MFL;;;PA;1981-01-01
GBR;GBR000C18158;;MOD;2019-04-05;2020-12-30;C18158;KY269;AYEGANTY;KY;Kirkcaldy;;N;Y;N;N;;N;;FX;GN;LHP;LL;FPO;;;6.83;6.57;2.65;0.00;0.00;22.38;0.00;3;2004-05-14;MFL;;;PA;1900-01-01
GBR;GBR000C18159;;MOD;2019-11-19;2020-12-30;C18159;M666;OBSESSION;M;Milford Haven;2DZN4;Y;Y;N;Y;;N;;WOP;FPO;GN;NK;;;;11.00;10.80;11.48;0.00;0.00;93.00;0.00;3;2004-06-07;MFL;;;PA;1986-01-01
